Time,DT9857E-16(00).Ain 1,DT9857E-16(00).Ain 2,DT9857E-16(00).Ain 3,DT9857E-16(00).Ain 4,DT9857E-16(00).Ain 5,,,QuickDAQ DATA
1.735,-0.005403757,-0.021753311,-0.025013685,-0.012968779,-0.002280474,,,
1.74,-0.006620884,-0.019583702,-0.022968054,-0.013303757,-0.001929998,,,
1.745,-0.007472038,-0.016690493,-0.021022558,-0.013478994,-0.001710653,,,
1.75,-0.007851124,-0.014775991,-0.0192523,-0.013662577,-0.001747608,,,
1.755,-0.007570982,-0.01382947,-0.017397404,-0.013278723,-0.001780987,,,
1.76,-0.006994009,-0.01311779,-0.01543045,-0.012798309,-0.002183914,,,
1.765,-0.005737543,-0.011810064,-0.013073683,-0.011937618,-0.002567768,,,
1.77,-0.003656149,-0.010281801,-0.010285378,-0.010540485,-0.003141165,,,
1.775,-0.001891851,-0.008282661,-0.007761717,-0.008920431,-0.003364086,,,
1.78,-6.85E-04,-0.005575419,-0.005444288,-0.007357597,-0.004050732,,,
1.785,6.13E-04,-0.002521277,-0.003714562,-0.006713867,-0.003490448,,,
1.79,0.002080202,-1.22E-04,-0.002144575,-0.005706549,-0.002359152,,,
1.795,0.003446341,0.001848936,-7.15E-04,-0.00475049,-7.15E-04,,,
1.8,0.004053116,0.003749132,8.64E-04,-0.003342629,8.88E-04,,,
1.805,0.004198551,0.006004572,0.00323534,-8.56E-04,0.001918078,,,
1.81,0.00397563,0.008450747,0.006092787,0.001820326,0.002273321,,,
1.815,0.003706217,0.010656118,0.009737015,0.003988743,0.001449585,,,
1.82,0.003814697,0.012559891,0.012853146,0.005480051,1.98E-04,,,
1.825,0.004383326,0.01409173,0.015523434,0.00626564,-8.42E-04,,,
1.83,0.00557065,0.015127659,0.017910004,0.006875992,-0.001195669,,,
1.835,0.006685257,0.015100241,0.02043128,0.00808835,-3.90E-04,,,
1.84,0.007786751,0.014263392,0.022448301,0.009768009,6.27E-04,,,
1.845,0.008372068,0.013974905,0.023826361,0.010979176,0.001959801,,,
1.85,0.007770062,0.014785528,0.025610924,0.011857748,0.002826452,,,
1.855,0.007873774,0.016397238,0.027276278,0.012946129,0.003486872,,,
1.86,0.008789301,0.017713308,0.028100014,0.014766455,0.004285574,,,
1.865,0.00931859,0.018919706,0.02753377,0.016702414,0.005270243,,,
1.87,0.010278225,0.020068884,0.025773048,0.018625259,0.006434917,,,
1.875,0.010581017,0.020583868,0.024167299,0.020234585,0.007628202,,,
1.88,0.010019541,0.020893812,0.023608208,0.021730661,0.007895231,,,
1.885,0.00903368,0.020364523,0.024234057,0.023230314,0.006918907,,,
1.89,0.008029938,0.019898415,0.024924278,0.02342701,0.005726814,,,
1.895,0.007115603,0.019375086,0.025368929,0.02248764,0.004601479,,,
1.9,0.00685811,0.018459559,0.025523901,0.021564961,0.003899336,,,
1.905,0.007669926,0.017105341,0.025606155,0.020927191,0.003931522,,,
1.91,0.008188486,0.015250444,0.025273562,0.019979477,0.004397631,,,
1.915,0.007601976,0.013990402,0.024924278,0.018063784,0.004624128,,,
1.92,0.005943775,0.012636185,0.024446249,0.015848875,0.003960133,,,
1.925,0.003728867,0.011734963,0.024205446,0.01331687,0.003345013,,,
1.93,9.26E-04,0.011773109,0.023226738,0.010443926,0.002007484,,,
1.935,-8.68E-04,0.011219978,0.021115542,0.008530617,0.002007484,,,
1.94,-0.001326799,0.009921789,0.018237829,0.006748438,0.002038479,,,
1.945,-7.45E-04,0.008960962,0.01546979,0.006245375,0.002750158,,,
1.95,2.26E-04,0.008350611,0.012936592,0.005465746,0.003031492,,,
1.955,6.41E-04,0.007560253,0.010880232,0.004856587,0.002356768,,,
1.96,0.001227856,0.005985498,0.008536577,0.004502535,7.96E-04,,,
1.965,0.001850128,0.003744364,0.005397797,0.004435778,-0.001695156,,,
1.97,0.003293753,0.001308918,0.00287652,0.003865957,-0.002914667,,,
1.975,0.0048244,-6.95E-04,0.001038313,0.002582073,-0.002982616,,,
1.98,0.005704165,-0.002433062,-0.001237392,0.001151562,-0.001796484,,,
1.985,0.005785227,-0.003679991,-0.004262924,-5.77E-04,-2.00E-04,,,
1.99,0.004290342,-0.004312992,-0.007287264,-0.00267148,6.74E-04,,,
1.995,0.00159502,-0.004432201,-0.009549856,-0.004974604,0.00115633,,,
2,-0.001217127,-0.004496574,-0.010650158,-0.006870031,4.35E-04,,,
2.005,-0.00374794,-0.004694462,-0.01151681,-0.008839369,-8.11E-04,,,
2.01,-0.004532337,-0.005350113,-0.012208223,-0.010830164,-0.001828671,,,
2.015,-0.003980398,-0.006555319,-0.013489723,-0.01296401,-0.002774,,,
2.02,-0.002583265,-0.008478165,-0.014601946,-0.014401674,-0.002843142,,,
2.025,-0.00151515,-0.010634661,-0.01521945,-0.016052723,-0.002925396,,,
2.03,-0.001525879,-0.012190342,-0.016490221,-0.016996861,-0.00311017,,,
2.035,-0.001833439,-0.012983084,-0.018265247,-0.01775384,-0.003944635,,,
2.04,-0.002042055,-0.012927055,-0.01955986,-0.017886162,-0.005563498,,,
2.045,-0.001592636,-0.013190508,-0.020763874,-0.01781702,-0.006301403,,,
2.05,-0.001044273,-0.013971329,-0.022585392,-0.016596317,-0.005646944,,,
2.055,-3.14E-04,-0.014623404,-0.024172068,-0.015320778,-0.004467964,,,
2.06,3.08E-04,-0.015403032,-0.025210381,-0.014638901,-0.003329516,,,
2.065,-2.49E-04,-0.015723705,-0.025601387,-0.014032126,-0.002894402,,,
2.07,-0.002878904,-0.016264916,-0.025072098,-0.013794899,-0.00267148,,,
2.075,-0.006723404,-0.017324686,-0.024447441,-0.013791323,-0.002465248,,,
2.08,-0.009887219,-0.01844883,-0.023236275,-0.014140606,-0.00269413,,,
2.085,-0.011447668,-0.019341707,-0.021287203,-0.013970137,-0.002611876,,,
2.09,-0.011821985,-0.020868778,-0.01888752,-0.013204813,-0.00207901,,,
2.095,-0.011546612,-0.022025108,-0.017248392,-0.011806488,-0.001555681,,,
2.1,-0.011696816,-0.02387166,-0.016174316,-0.0106287,-0.0017941,,,
2.105,-0.012390614,-0.02554059,-0.014231205,-0.009522438,-0.002230406,,,
2.11,-0.013577938,-0.02633214,-0.013192892,-0.008151531,-0.003017187,,,
2.115,-0.013598204,-0.026198626,-0.012698174,-0.006705523,-0.002605915,,,
2.12,-0.013252497,-0.024608374,-0.012168884,-0.005280972,-0.001579523,,,
2.125,-0.012208223,-0.02217412,-0.011440516,-0.003486872,-4.35E-04,,,
2.13,-0.010317564,-0.019516945,-0.010933876,-0.001672506,0.00125885,,,
2.135,-0.008227825,-0.017558336,-0.010910034,4.55E-04,0.002057552,,,
2.14,-0.006945133,-0.016080141,-0.01079917,0.002384186,0.002374649,,,
2.145,-0.006141663,-0.014723539,-0.010243654,0.003474951,0.001949072,,,
2.15,-0.005139113,-0.012596846,-0.008761883,0.003681183,0.001630783,,,
2.155,-0.003631115,-0.009055138,-0.006552935,0.003817082,0.001181364,,,
2.16,-0.001348257,-0.005348921,-0.004758835,0.003762245,0.001176596,,,
2.165,8.39E-04,-0.002536774,-0.003386736,0.003248453,0.001045466,,,
2.17,0.002613068,-3.16E-04,-0.001941919,0.00215292,0.001057386,,,
2.175,0.004338026,0.002162457,-2.48E-04,0.001227856,4.66E-04,,,
2.18,0.005202293,0.004892349,0.002098084,2.67E-04,6.91E-05,,,
2.185,0.005631447,0.007596016,0.005199909,-9.27E-04,-1.35E-04,,,
2.19,0.006372929,0.010350943,0.00793457,-0.001268387,-8.00E-04,,,
2.195,0.007721186,0.012923479,0.010371208,-0.001106262,-7.19E-04,,,
2.2,0.008891821,0.015505552,0.013036728,-0.001214743,3.81E-05,,,
2.205,0.010076761,0.018187761,0.01475811,-4.83E-04,1.55E-05,,,
2.21,0.010508299,0.020531416,0.015530586,8.02E-04,-1.50E-04,,,
2.215,0.011128187,0.022377968,0.016117096,0.002382994,-2.35E-04,,,
2.22,0.011123419,0.023508072,0.017528534,0.004634857,-5.95E-04,,,
2.225,0.011161566,0.024120808,0.019227266,0.007237196,-8.05E-04,,,
2.23,0.011997223,0.023788214,0.021198988,0.009871721,-3.45E-04,,,
2.235,0.012842417,0.023365021,0.022609234,0.011883974,1.61E-04,,,
2.24,0.01318574,0.023425818,0.023452044,0.013275147,0.001467466,,,
2.245,0.013394356,0.023850203,0.02461791,0.014343262,0.002613068,,,
2.25,0.013172627,0.024147034,0.026041269,0.013974905,0.003654957,,,
2.255,0.011800528,0.024074316,0.026847124,0.013798475,0.004891157,,,
2.26,0.01115799,0.024036169,0.027499199,0.014365912,0.005917549,,,
2.265,0.010578632,0.023818016,0.027770996,0.014611483,0.005637407,,,
2.27,0.010170937,0.023729801,0.028698444,0.015156269,0.004733801,,,
2.275,0.009973049,0.023692846,0.028959513,0.015833378,0.003609657,,,
2.28,0.009787083,0.022450686,0.029042959,0.016282797,0.002422333,,,
2.285,0.009436607,0.020846129,0.028004646,0.016056299,0.001657009,,,
2.29,0.008602142,0.019011498,0.026289225,0.015304089,0.00115037,,,
2.295,0.008152723,0.017598867,0.025058985,0.015869141,0.001317263,,,
2.3,0.008040667,0.015767813,0.023703575,0.016056299,0.002219677,,,
2.305,0.008141995,0.014485121,0.021495819,0.016013384,0.00325799,,,
2.31,0.008505583,0.013471842,0.018966198,0.015646219,0.004299879,,,
2.315,0.008124113,0.012021065,0.016283989,0.015193224,0.005065203,,,
2.32,0.00685215,0.010042191,0.013566017,0.014739037,0.005100966,,,
2.325,0.004369021,0.00767827,0.010727644,0.014511347,0.005488396,,,
2.33,0.001426935,0.005358458,0.008711815,0.01357913,0.005286932,,,
2.335,-7.90E-04,0.003119707,0.00703454,0.011565685,0.005241633,,,
2.34,-0.001826286,0.001541376,0.005567074,0.009514093,0.005130768,,,
2.345,-0.002048016,-0.001256466,0.004599094,0.007522106,0.004702807,,,
2.35,-0.002238751,-0.004765987,0.003702641,0.005229712,0.003875494,,,
2.355,-0.003268719,-0.007727146,0.00207305,0.003284216,0.002008677,,,
2.36,-0.004959106,-0.010271072,-3.79E-04,0.002377033,-3.61E-04,,,
2.365,-0.006109476,-0.012443066,-0.002504587,0.001783371,-0.002143383,,,
2.37,-0.00697732,-0.014204979,-0.004948378,4.35E-04,-0.002871752,,,
2.375,-0.007656813,-0.015538931,-0.006953478,-0.001626015,-0.002951622,,,
2.38,-0.007753372,-0.016605854,-0.008279085,-0.003968477,-0.002697706,,,
2.385,-0.007044077,-0.016843081,-0.010278225,-0.006471872,-0.00207901,,,
2.39,-0.006439686,-0.016163588,-0.013086796,-0.008865595,-0.001447201,,,
2.395,-0.00605464,-0.015398264,-0.016011,-0.011949539,-0.001966953,,,
2.4,-0.005296469,-0.014944077,-0.018746853,-0.014146566,-0.002410412,,,
2.405,-0.00492096,-0.014923811,-0.020734072,-0.015287399,-0.003043413,,,
2.41,-0.004235506,-0.014884472,-0.021811724,-0.016551018,-0.003540516,,,
2.415,-0.002472401,-0.015001297,-0.022717714,-0.018222332,-0.004167557,,,
2.42,-5.15E-04,-0.014816523,-0.024533272,-0.020000935,-0.004432201,,,
2.425,0.001269579,-0.014748573,-0.026150942,-0.022486448,-0.005012751,,,
2.43,0.00227809,-0.014345646,-0.026966333,-0.023965836,-0.005195141,,,
2.435,0.002138615,-0.013098717,-0.027736425,-0.024284124,-0.005772114,,,
2.44,0.001000166,-0.011743307,-0.028202534,-0.023977757,-0.006737709,,,
2.445,4.52E-04,-0.010610819,-0.028259754,-0.023156405,-0.00721097,,,
2.45,1.35E-04,-0.010242462,-0.027610064,-0.022495985,-0.0065732,,,
2.455,-6.56E-05,-0.01011014,-0.026465654,-0.02150178,-0.005742312,,,
2.46,3.42E-04,-0.01033783,-0.024917126,-0.020576716,-0.005441904,,,
2.465,-5.01E-05,-0.010823011,-0.023673773,-0.019142628,-0.005298853,,,
2.47,-0.001064539,-0.011438131,-0.02223134,-0.018131733,-0.004559755,,,
2.475,-0.001358986,-0.011862516,-0.020122528,-0.016508102,-0.003623962,,,
2.48,-0.002106428,-0.012383461,-0.017715693,-0.014439821,-0.002661943,,,
2.485,-0.002653599,-0.01260519,-0.015231371,-0.011893511,-0.001659393,,,
2.49,-0.003039837,-0.01319766,-0.012875795,-0.009199381,-0.001059771,,,
2.495,-0.002807379,-0.014081001,-0.010375977,-0.006639957,-8.56E-04,,,
2.5,-0.003136396,-0.013959408,-0.008728504,-0.003496409,-6.71E-04,,,
2.505,-0.004080534,-0.012927055,-0.007007122,-8.12E-04,-5.81E-04,,,
2.51,-0.005459786,-0.01188159,-0.005077124,0.001192093,2.03E-04,,,
2.515,-0.006113052,-0.011341572,-0.003230572,0.003015995,8.25E-04,,,
2.52,-0.005955696,-0.010267496,-0.001161099,0.004521608,0.001504421,,,
2.525,-0.005517006,-0.008844137,0.001651049,0.0055933,0.001904964,,,
2.53,-0.005041361,-0.007146597,0.004389286,0.006477833,0.00236392,,,
2.535,-0.003814697,-0.005509853,0.006370544,0.007497072,0.002336502,,,
2.54,-0.002696514,-0.004009008,0.007929802,0.008481741,0.001713038,,,
2.545,-0.001707077,-0.00275135,0.009818077,0.00898838,8.54E-04,,,
2.55,-8.55E-04,-7.19E-04,0.011547804,0.009542704,7.16E-04,,,
2.555,-5.69E-04,0.001568794,0.01281023,0.010787249,9.60E-04,,,
2.56,4.52E-04,0.003716946,0.013576746,0.011349917,0.001939535,,,
2.565,0.002411604,0.005785227,0.013859272,0.011638403,0.003316402,,,
2.57,0.003787279,0.008128882,0.013738871,0.011686087,0.004620552,,,
2.575,0.004873276,0.010379553,0.014327765,0.011140108,0.005536079,,,
2.58,0.006455183,0.012631416,0.015152693,0.011330843,0.005375147,,,
2.585,0.00767827,0.015280247,0.015832186,0.011781454,0.004745722,,,
2.59,0.008137226,0.017174482,0.017025471,0.012317896,0.004172325,,,
2.595,0.00938654,0.018492937,0.018256903,0.012640953,0.00377059,,,
2.6,0.011470318,0.019440651,0.019509792,0.012681484,0.003105402,,,
2.605,0.013040304,0.019974709,0.020655394,0.012290478,0.002712011,,,
2.61,0.013753176,0.021100044,0.021492243,0.011986494,0.002326965,,,
2.615,0.01444459,0.022300482,0.022431612,0.011900663,0.001891851,,,
2.62,0.014851093,0.022814274,0.023697615,0.01142025,0.001292229,,,
2.625,0.014549494,0.022550821,0.024819374,0.011429787,2.93E-04,,,
2.63,0.014048815,0.022214651,0.025457144,0.011360645,-3.79E-04,,,
2.635,0.01352191,0.02207756,0.025849342,0.011746883,5.29E-04,,,
2.64,0.01291275,0.022617579,0.025978088,0.012196302,0.001659393,,,
2.645,0.012258291,0.023181438,0.025584698,0.011456013,0.003573895,,,
2.65,0.011450052,0.023794174,0.024340153,0.010848045,0.005012751,,,
2.655,0.010803938,0.024112463,0.02261281,0.010174513,0.005698204,,,
2.66,0.010327101,0.023810864,0.021259785,0.009490252,0.004841089,,,
2.665,0.009967089,0.023392439,0.020394325,0.008876324,0.003603697,,,
2.67,0.010166168,0.022476912,0.020493269,0.008667707,0.002193451,,,
2.675,0.010719299,0.020811558,0.020339489,0.00913024,0.001268387,,,
2.68,0.011105537,0.019100905,0.019917488,0.009412766,7.75E-04,,,
2.685,0.011075735,0.016961098,0.018699169,0.008761883,3.05E-04,,,
2.69,0.01054287,0.014754534,0.016498566,0.007148981,-7.63E-05,,,
2.695,0.009688139,0.013046265,0.014060736,0.005735159,-4.24E-04,,,
2.7,0.007829666,0.011422634,0.011956692,0.004878044,2.74E-04,,,
2.705,0.005778074,0.009952784,0.010772944,0.004389286,9.02E-04,,,
2.71,0.004636049,0.008080006,0.010150671,0.004405975,0.001305342,,,
2.715,0.003135204,0.006289482,0.008369684,0.004036427,0.001474619,,,
2.72,0.001941919,0.004259348,0.005491972,0.003213882,0.001820326,,,
2.725,6.89E-04,0.001738071,0.002864599,0.002213717,0.001904964,,,
2.73,-5.07E-04,-0.00113368,0.00E+00,0.001579523,0.001548529,,,
2.735,-0.001547337,-0.00404954,-0.00238061,0.00100255,0.001487732,,,
2.74,-0.001929998,-0.006483793,-0.003957748,6.94E-04,0.001136065,,,
2.745,-0.001956224,-0.008434057,-0.005015135,1.90E-04,9.07E-04,,,
2.75,-0.002180338,-0.010873079,-0.006325245,-3.11E-04,0.001423359,,,
2.755,-0.002303124,-0.013321638,-0.008350611,-7.09E-04,0.001475811,,,
2.76,-0.002963543,-0.0159657,-0.011072159,-0.001616478,0.001385212,,,
2.765,-0.004210472,-0.018148422,-0.014176369,-0.002410412,4.60E-04,,,
2.77,-0.006076098,-0.019979477,-0.016530752,-0.003415346,-7.06E-04,,,
2.775,-0.008019209,-0.020781755,-0.017709732,-0.004713535,-0.001559258,,,
2.78,-0.009872913,-0.020976067,-0.018419027,-0.006403923,-0.001347065,,,
2.785,-0.011624098,-0.020834208,-0.019078255,-0.008224249,-9.57E-04,,,
2.79,-0.012060404,-0.021135807,-0.019778013,-0.010062456,-0.001112223,,,
2.795,-0.011897087,-0.021675825,-0.020458698,-0.012193918,-0.001392365,,,
2.8,-0.011336803,-0.022473335,-0.021367073,-0.014133453,-0.001541376,,,
2.805,-0.00987649,-0.023211241,-0.022956133,-0.016211271,-0.002319813,,,
2.81,-0.008466244,-0.023852587,-0.024006367,-0.017853975,-0.003060103,,,
2.815,-0.007266998,-0.023019314,-0.024046898,-0.018231869,-0.003552437,,,
2.82,-0.006415844,-0.021564961,-0.023354292,-0.018332005,-0.003948212,,,
2.825,-0.005276203,-0.019958019,-0.023421049,-0.017973185,-0.00459671,,,
2.83,-0.004174709,-0.018521547,-0.024609566,-0.018138886,-0.004929304,,,
2.835,-0.002962351,-0.01721859,-0.026348829,-0.018650293,-0.004544258,,,
2.84,-0.002000332,-0.01552701,-0.027052164,-0.018782616,-0.003868341,,,
2.845,-0.00141263,-0.013679266,-0.026158094,-0.018960238,-0.003710985,,,
2.85,-5.50E-04,-0.011664629,-0.024012327,-0.018151999,-0.004019737,,,
2.855,1.07E-05,-0.009889603,-0.020788908,-0.016876459,-0.00436306,,,
2.86,8.46E-05,-0.008366108,-0.01760006,-0.015647411,-0.004256964,,,
2.865,1.98E-04,-0.006766319,-0.015032291,-0.014377832,-0.004214048,,,
2.87,-1.00E-04,-0.005748272,-0.012378693,-0.013418198,-0.00398159,,,
2.875,-1.45E-04,-0.005372763,-0.010018349,-0.012747049,-0.003660917,,,
2.88,9.23E-04,-0.004793406,-0.008471012,-0.011309385,-0.002902746,,,
2.885,0.002143383,-0.00389576,-0.007213354,-0.009031296,-0.001752377,,,
2.89,0.002093315,-0.002785921,-0.004746914,-0.00646472,-6.81E-04,,,
2.895,0.001440048,-9.42E-04,-0.001500845,-0.003504753,4.11E-04,,,
2.9,7.53E-04,0.001088381,9.39E-04,-6.04E-04,0.001364946,,,
2.905,2.22E-04,0.002970696,0.002321005,0.002075434,0.002069473,,,
2.91,5.09E-04,0.004960299,0.003528595,0.004564524,0.002598763,,,
2.915,0.001813173,0.006271601,0.005501509,0.006843805,0.002937317,,,
2.92,0.003371239,0.007222891,0.007120371,0.008714199,0.003373623,,,
2.925,0.004564524,0.007978678,0.008826256,0.01095295,0.00402689,,,
2.93,0.005499125,0.008844137,0.010521412,0.012435913,0.003753901,,,
2.935,0.006656647,0.010176897,0.013813973,0.013376474,0.002720356,,,
2.94,0.007146597,0.011773109,0.017786026,0.013712645,0.00197053,,,
2.945,0.007036924,0.01371026,0.020728111,0.013357401,0.001683235,,,
2.95,0.007195473,0.014629364,0.02194047,0.013234615,0.001690388,,,
2.955,0.007786751,0.014618635,0.022872686,0.013064146,0.001831055,,,
2.96,0.008099079,0.015038252,0.023571253,0.013270378,0.002605915,,,
2.965,0.008137226,0.016722679,0.024926662,0.013035536,0.003577471,,,
2.97,0.007349253,0.018216372,0.02674222,0.012252331,0.004192591,,,
2.975,0.006972551,0.019665957,0.027730465,0.012559891,0.004273653,,,
2.98,0.007041693,0.020769835,0.027751923,0.013099909,0.003759861,,,
2.985,0.007486343,0.021810532,0.026872158,0.012966394,0.003743172,,,
2.99,0.008394718,0.022499561,0.025372505,0.013232231,0.00336051,,,
2.995,0.009167194,0.022773743,0.024075508,0.013842583,0.003626347,,,
3,0.009987354,0.022448301,0.023192167,0.014861822,0.003672838,,,
3.005,0.010727644,0.021387339,0.023174286,0.016140938,0.004159212,,,
3.01,0.010908842,0.020481348,0.022809506,0.017592907,0.004359484,,,
3.015,0.010697842,0.019708872,0.022053719,0.018396378,0.003737211,,,
3.02,0.011070967,0.018414259,0.020873547,0.017807484,0.002932549,,,
3.025,0.011597872,0.017040968,0.01978755,0.016670227,0.002985001,,,
3.03,0.011115074,0.015859604,0.018953085,0.015256405,0.004227161,,,
3.035,0.009764433,0.014871359,0.018539429,0.014098883,0.005142689,,,
3.04,0.007187128,0.014160872,0.01766324,0.012565851,0.005924702,,,
3.045,0.004624128,0.013401508,0.016636848,0.011252165,0.005680323,,,
3.05,0.002695322,0.011882782,0.015829802,0.009539127,0.004873276,,,
3.055,0.002191067,0.010490418,0.014770031,0.008711815,0.003433228,,,
3.06,0.00253439,0.009826422,0.0137496,0.00770092,0.001758337,,,
3.065,0.003404617,0.009309053,0.012528896,0.006078482,7.40E-04,,,
3.07,0.004168749,0.007901192,0.010462999,0.003864765,-3.31E-04,,,
3.075,0.004892349,0.005881786,0.007959604,0.00253439,-2.84E-04,,,
3.08,0.005061626,0.003997088,0.005301237,0.001637936,-5.77E-04,,,
3.085,0.005083084,0.003249645,0.003312826,5.87E-04,-3.99E-04,,,
3.09,0.00525713,0.003099442,0.001175404,6.13E-04,-4.04E-04,,,
3.095,0.00538826,0.002964735,-7.98E-04,4.89E-05,-1.84E-04,,,
3.1,0.005546808,0.002453327,-0.002846718,-0.001416206,-2.46E-04,,,
3.105,0.005218983,0.001214743,-0.005406141,-0.002630949,-4.46E-04,,,
3.11,0.003840923,-2.85E-04,-0.007691383,-0.003875494,-6.51E-04,,,
3.115,0.001853705,-0.001665354,-0.008932352,-0.005500317,-8.80E-04,,,
3.12,3.81E-05,-0.002624989,-0.009061098,-0.007559061,-9.50E-04,,,
3.125,-0.001223087,-0.003423691,-0.009402037,-0.009409189,-0.001121759,,,
3.13,-0.002464056,-0.00440836,-0.010414124,-0.01080513,-0.001740456,,,
3.135,-0.003478527,-0.006856918,-0.011576414,-0.012494326,-0.002502203,,,
3.14,-0.004326105,-0.00992775,-0.012840033,-0.01308918,-0.002803803,,,
3.145,-0.005182028,-0.012098551,-0.014103651,-0.013810396,-0.00326395,,,
3.15,-0.006047487,-0.014086962,-0.015119314,-0.013734102,-0.003190041,,,
3.155,-0.006017685,-0.01548171,-0.016775131,-0.013436079,-0.002697706,,,
3.16,-0.005989075,-0.015542507,-0.018553734,-0.012685061,-0.002678633,,,
3.165,-0.006140471,-0.015634298,-0.020028353,-0.012954474,-0.003169775,,,
3.17,-0.005375147,-0.016076565,-0.021892786,-0.013350248,-0.002868176,,,
3.175,-0.004227161,-0.016510487,-0.023207665,-0.012965202,-0.002467632,,,
3.18,-0.003496409,-0.017083883,-0.02394557,-0.012563467,-0.001965761,,,
3.185,-0.0037992,-0.017851591,-0.024205446,-0.012180805,-0.001846552,,,
3.19,-0.003845692,-0.018594265,-0.023951531,-0.01206398,-0.002136231,,,
